,bigram,word1,word2,totalRepetitions,fileOcurrences,weight
2389,"('i', 'think')",i,think,95,36,1.3276397515527951
2316,"('i', 'could')",i,could,87,39,1.3171583850931676
2728,"('know', 'that')",know,that,80,42,1.3043478260869565
5147,"('to', 'go')",to,go,101,33,1.2938664596273293
3620,"('not', 'want')",not,want,95,35,1.2907608695652173
4675,"('tell', 'me')",tell,me,81,41,1.2892080745341614
3115,"('me', 'i')",me,i,70,47,1.2771739130434783
44,"(""'s"", 'just')",'s,just,91,35,1.236413043478261
2718,"('know', 'i')",know,i,72,44,1.2298136645962734
6000,"('you', 'to')",you,to,87,36,1.2158385093167703
2003,"('have', 'got')",have,got,97,32,1.204968944099379
2528,"('is', 'the')",is,the,94,33,1.204192546583851
5145,"('to', 'get')",to,get,90,34,1.187888198757764
2409,"('i', 'would')",i,would,105,29,1.1820652173913044
6048,"('your', 'heart')",your,heart,72,42,1.173913043478261
2400,"('i', 'was')",i,was,72,42,1.173913043478261
5578,"('what', 'you')",what,you,72,40,1.1180124223602483
4882,"('the', 'same')",the,same,75,38,1.1063664596273293
2343,"('i', 'just')",i,just,77,37,1.1059782608695652
780,"('because', 'i')",because,i,73,39,1.1052018633540373
3641,"('now', 'i')",now,i,64,44,1.093167701863354
2740,"('know', 'you')",know,you,67,42,1.0923913043478262
4393,"('sleep', 'in')",sleep,in,85,33,1.0888975155279503
1690,"('from', 'the')",from,the,73,37,1.048524844720497
271,"('all', 'right')",all,right,75,36,1.0481366459627328
6020,"('you', 'you')",you,you,71,37,1.0197981366459627
5745,"('with', 'your')",with,your,64,39,0.968944099378882
5587,"('when', 'the')",when,the,69,36,0.9642857142857143
5837,"('yeah', 'yeah')",yeah,yeah,85,29,0.9569099378881988
3700,"('of', 'my')",of,my,66,37,0.9479813664596274
3758,"('oh', 'oh')",oh,oh,128,19,0.9440993788819876
3348,"('my', 'heart')",my,heart,62,39,0.9386645962732919
3729,"('of', 'you')",of,you,71,34,0.937111801242236
2299,"('i', ""'d"")",i,'d,64,37,0.9192546583850931
3517,"('no', 'more')",no,more,96,24,0.8944099378881988
4792,"('the', 'girl')",the,girl,127,18,0.8874223602484472
2481,"('is', 'a')",is,a,84,27,0.8804347826086957
2779,"('let', ""'s"")",let,'s,71,30,0.8268633540372671
5036,"('this', 'is')",this,is,76,28,0.8260869565217391
2075,"('heavenly', 'peace')",heavenly,peace,81,26,0.8175465838509317
4846,"('the', 'night')",the,night,76,27,0.796583850931677
3113,"('me', 'home')",me,home,145,14,0.7880434782608695
2437,"('in', 'heavenly')",in,heavenly,77,26,0.7771739130434783
5742,"('with', 'the')",with,the,54,37,0.7756211180124224
13,"(""'s"", 'all')",'s,all,62,32,0.7701863354037267
1608,"('for', 'a')",for,a,55,36,0.7686335403726708
696,"('baby', 'you')",baby,you,60,33,0.7686335403726708
312,"('am', 'a')",am,a,86,23,0.7678571428571429
3913,"('out', 'of')",out,of,78,25,0.7569875776397516
5913,"('you', 'got')",you,got,59,33,0.7558229813664596
264,"('all', 'is')",all,is,77,25,0.7472826086956522
4247,"('see', 'you')",see,you,60,32,0.7453416149068323
5160,"('to', 'know')",to,know,65,29,0.7317546583850931
1154,"('come', 'home')",come,home,88,21,0.717391304347826
1539,"('far', 'away')",far,away,79,23,0.7053571428571429
3394,"('my', 'way')",my,way,82,22,0.7003105590062112
252,"('all', 'alone')",all,alone,56,32,0.6956521739130435
6014,"('you', 'were')",you,were,56,32,0.6956521739130435
5752,"('without', 'you')",without,you,59,30,0.687111801242236
3182,"('me', 'you')",me,you,57,31,0.6859472049689441
5209,"('to', 'take')",to,take,63,27,0.6603260869565217
2331,"('i', 'get')",i,get,60,28,0.6521739130434783
5449,"('want', 'you')",want,you,67,25,0.6502329192546584
442,"('and', 'me')",and,me,62,27,0.6498447204968945
753,"('be', 'so')",be,so,53,31,0.6378105590062112
6038,"('your', 'eyes')",your,eyes,60,27,0.6288819875776398
213,"('about', 'you')",about,you,49,33,0.6277173913043478
4338,"('silent', 'night')",silent,night,62,26,0.6257763975155279
2300,"('i', 'ai')",i,ai,62,26,0.6257763975155279
89,"('a', 'blue')",a,blue,80,20,0.6211180124223602
4789,"('the', 'future')",the,future,59,27,0.6184006211180124
768,"('be', 'your')",be,your,66,24,0.6149068322981367
5679,"('will', 'have')",will,have,75,21,0.6114130434782609
5866,"('you', 'baby')",you,baby,47,32,0.5838509316770186
5193,"('to', 'say')",to,say,47,32,0.5838509316770186
4643,"('take', 'it')",take,it,82,18,0.5729813664596274
889,"('blue', 'blue')",blue,blue,82,18,0.5729813664596274
2168,"('holy', 'night')",holy,night,56,26,0.5652173913043478
2610,"('it', 'to')",it,to,56,26,0.5652173913043478
139,"('a', 'man')",a,man,57,25,0.5531832298136646
3079,"('me', 'baby')",me,baby,57,25,0.5531832298136646
5598,"('where', 'the')",where,the,58,24,0.5403726708074534
3267,"('more', 'than')",more,than,53,26,0.5349378881987578
2661,"('just', 'the')",just,the,81,17,0.5345496894409938
5174,"('to', 'my')",to,my,55,25,0.5337732919254659
4851,"('the', 'one')",the,one,49,28,0.532608695652174
5727,"('with', 'a')",with,a,57,24,0.531055900621118
2197,"('home', 'home')",home,home,91,15,0.529891304347826
5994,"('you', 'the')",you,the,56,24,0.5217391304347826
211,"('about', 'the')",about,the,67,20,0.5201863354037267
5096,"('time', 'i')",time,i,46,29,0.5178571428571429
4983,"('they', 'are')",they,are,46,29,0.5178571428571429
5202,"('to', 'sleep')",to,sleep,53,25,0.5143633540372671
4444,"('so', 'i')",so,i,45,29,0.5065993788819876
891,"('blue', 'christmas')",blue,christmas,81,16,0.5031055900621118
3491,"('night', 'holy')",night,holy,54,24,0.5031055900621118
2284,"('how', 'i')",how,i,72,18,0.5031055900621118
3117,"('me', 'in')",me,in,54,24,0.5031055900621118
5510,"('we', 'can')",we,can,61,21,0.49728260869565216
388,"('and', 'a')",and,a,41,31,0.4934006211180124
2632,"('just', 'a')",just,a,57,22,0.48680124223602483
4839,"('the', 'morning')",the,morning,49,25,0.47554347826086957
5602,"('where', 'you')",where,you,45,27,0.4716614906832298
5146,"('to', 'give')",to,give,55,22,0.4697204968944099
2616,"('it', 'will')",it,will,50,24,0.4658385093167702
1924,"('got', 'a')",got,a,48,25,0.4658385093167702
2717,"('know', 'how')",know,how,57,21,0.46467391304347827
3360,"('my', 'love')",my,love,46,26,0.4642857142857143
4911,"('the', 'time')",the,time,46,26,0.4642857142857143
6063,"('your', 'mind')",your,mind,73,16,0.453416149068323
2229,"('home', 'to')",home,to,64,18,0.4472049689440994
3751,"('oh', 'i')",oh,i,46,25,0.44642857142857145
3665,"('of', 'a')",of,a,44,26,0.4440993788819876
2615,"('it', 'was')",it,was,52,22,0.4440993788819876
117,"('a', 'girl')",a,girl,59,19,0.43517080745341613
623,"('away', 'from')",away,from,70,16,0.43478260869565216
4867,"('the', 'rainbow')",the,rainbow,70,16,0.43478260869565216
3929,"('over', 'the')",over,the,65,17,0.42895962732919257
1301,"('do', 'it')",do,it,65,17,0.42895962732919257
5107,"('time', 'to')",time,to,48,23,0.42857142857142855
2442,"('in', 'love')",in,love,48,23,0.42857142857142855
53,"(""'s"", 'no')",'s,no,38,29,0.4277950310559006
757,"('be', 'the')",be,the,42,26,0.42391304347826086
2176,"('home', 'and')",home,and,54,20,0.4192546583850932
5488,"('way', 'i')",way,i,53,20,0.4114906832298137
2017,"('have', 'to')",have,to,44,24,0.40993788819875776
3433,"('need', 'you')",need,you,50,21,0.4076086956521739
2489,"('is', 'calm')",is,calm,42,25,0.4076086956521739
561,"('are', 'so')",are,so,52,20,0.40372670807453415
5079,"('through', 'the')",through,the,37,28,0.40217391304347827
6058,"('your', 'love')",your,love,45,23,0.4017857142857143
2580,"('it', 'i')",it,i,64,16,0.39751552795031053
3756,"('oh', 'my')",oh,my,60,17,0.39596273291925466
3357,"('my', 'life')",my,life,39,26,0.3936335403726708
63,"(""'s"", 'so')",'s,so,39,26,0.3936335403726708
2734,"('know', 'what')",know,what,42,24,0.391304347826087
702,"('back', 'home')",back,home,56,18,0.391304347826087
1053,"('can', 'see')",can,see,53,19,0.390916149068323
1002,"('but', 'you')",but,you,40,25,0.38819875776397517
5659,"('will', 'always')",will,always,45,22,0.3843167701863354
489,"('and', 'when')",and,when,39,25,0.3784937888198758
5976,"('you', 'see')",you,see,54,18,0.37732919254658387
3159,"('me', 'that')",me,that,44,22,0.37577639751552794
4466,"('so', 'tender')",so,tender,37,26,0.3734472049689441
443,"('and', 'mild')",and,mild,37,26,0.3734472049689441
2859,"('little', 'girl')",little,girl,64,15,0.37267080745341613
4833,"('the', 'moment')",the,moment,33,29,0.3715062111801242
2784,"('let', 'it')",let,it,56,17,0.3695652173913043
4651,"('take', 'you')",take,you,50,19,0.3687888198757764
433,"('and', 'it')",and,it,35,27,0.36684782608695654
2364,"('i', 'never')",i,never,39,24,0.36335403726708076
4242,"('see', 'the')",see,the,37,25,0.359083850931677
5858,"('you', 'all')",you,all,42,22,0.358695652173913
2838,"('like', 'the')",like,the,40,23,0.35714285714285715
104,"('a', 'dream')",a,dream,65,14,0.3532608695652174
1035,"('can', 'be')",can,be,50,18,0.34937888198757766
2470,"('infant', 'so')",infant,so,36,25,0.34937888198757766
5012,"('think', 'i')",think,i,60,15,0.34937888198757766
5419,"('virgin', 'mother')",virgin,mother,36,25,0.34937888198757766
3279,"('mother', 'and')",mother,and,36,25,0.34937888198757766
2165,"('holy', 'infant')",holy,infant,36,25,0.34937888198757766
2375,"('i', 'said')",i,said,45,20,0.34937888198757766
395,"('and', 'child')",and,child,36,25,0.34937888198757766
3212,"('mild', 'sleep')",mild,sleep,36,25,0.34937888198757766
1092,"('child', 'holy')",child,holy,36,25,0.34937888198757766
3485,"('night', 'all')",night,all,36,25,0.34937888198757766
4852,"('the', 'only')",the,only,39,23,0.3482142857142857
2546,"('it', 'all')",it,all,34,26,0.34316770186335405
4682,"('tender', 'and')",tender,and,35,25,0.33967391304347827
2333,"('i', 'go')",i,go,67,13,0.33812111801242234
2843,"('like', 'you')",like,you,41,21,0.3342391304347826
5984,"('you', 'so')",you,so,39,22,0.3330745341614907
5550,"('well', 'i')",well,i,39,22,0.3330745341614907
1842,"('go', 'home')",go,home,78,11,0.3330745341614907
3008,"('make', 'me')",make,me,40,21,0.32608695652173914
2950,"('love', 'me')",love,me,40,21,0.32608695652173914
1030,"('calm', 'all')",calm,all,35,24,0.32608695652173914
2488,"('is', 'bright')",is,bright,35,24,0.32608695652173914
5168,"('to', 'make')",to,make,35,24,0.32608695652173914
1628,"('for', 'this')",for,this,30,28,0.32608695652173914
1164,"('come', 'true')",come,true,38,22,0.3245341614906832
4678,"('tell', 'you')",tell,you,38,22,0.3245341614906832
3741,"('oh', 'baby')",oh,baby,52,16,0.32298136645962733
599,"('as', 'the')",as,the,48,17,0.3167701863354037
3771,"('oh', 'yeah')",oh,yeah,34,24,0.3167701863354037
1016,"('by', 'the')",by,the,37,22,0.3159937888198758
3968,"('peace', 'sleep')",peace,sleep,37,22,0.3159937888198758
5049,"('this', 'song')",this,song,29,28,0.31521739130434784
2946,"('love', 'is')",love,is,45,18,0.3144409937888199
5825,"('yeah', 'i')",yeah,i,35,23,0.3125
6066,"('your', 'name')",your,name,47,17,0.31017080745341613
3559,"('not', 'have')",not,have,38,21,0.30978260869565216
5416,"('used', 'to')",used,to,42,19,0.30978260869565216
3725,"('of', 'white')",of,white,36,22,0.30745341614906835
5253,"('tonight', 'i')",tonight,i,44,18,0.30745341614906835
1298,"('do', 'i')",do,i,36,22,0.30745341614906835
5458,"('was', 'a')",was,a,49,16,0.30434782608695654
205,"('about', 'a')",about,a,29,27,0.30395962732919257
2958,"('love', 'to')",love,to,34,23,0.30357142857142855
645,"('baby', 'do')",baby,do,46,17,0.30357142857142855
2654,"('just', 'like')",just,like,52,15,0.3027950310559006
1113,"('christmas', 'tree')",christmas,tree,37,21,0.3016304347826087
5907,"('you', 'girl')",you,girl,43,18,0.3004658385093168
2721,"('know', 'it')",know,it,40,19,0.2950310559006211
2516,"('is', 'not')",is,not,50,15,0.2911490683229814
2594,"('it', 'on')",it,on,44,17,0.29037267080745344
280,"('all', 'you')",all,you,37,20,0.28726708074534163
2944,"('love', 'i')",love,i,33,22,0.28183229813664595
592,"('as', 'i')",as,i,33,22,0.28183229813664595
5132,"('to', 'come')",to,come,37,19,0.27290372670807456
1357,"('down', 'the')",down,the,37,19,0.27290372670807456
3571,"('not', 'let')",not,let,37,19,0.27290372670807456
4813,"('the', 'kind')",the,kind,35,20,0.2717391304347826
1815,"('give', 'you')",give,you,41,17,0.2705745341614907
3597,"('not', 'see')",not,see,33,21,0.26902173913043476
1175,"('coming', 'home')",coming,home,63,11,0.26902173913043476
389,"('and', 'all')",and,all,30,23,0.26785714285714285
742,"('be', 'my')",be,my,49,14,0.266304347826087
5237,"('to', 'your')",to,your,31,22,0.26475155279503104
791,"('because', 'you')",because,you,34,20,0.2639751552795031
2012,"('have', 'seen')",have,seen,40,17,0.2639751552795031
4768,"('the', 'day')",the,day,34,20,0.2639751552795031
118,"('a', 'good')",a,good,52,13,0.26242236024844723
5927,"('you', 'in')",you,in,32,21,0.2608695652173913
4432,"('so', 'far')",so,far,48,14,0.2608695652173913
2566,"('it', 'easy')",it,easy,84,8,0.2608695652173913
5690,"('will', 'never')",will,never,28,24,0.2608695652173913
1279,"('did', 'not')",did,not,29,23,0.25892857142857145
1147,"('come', 'and')",come,and,29,23,0.25892857142857145
708,"('back', 'to')",back,to,37,18,0.25854037267080743
5022,"('thinking', 'about')",thinking,about,33,20,0.2562111801242236
3094,"('me', 'down')",me,down,47,14,0.2554347826086957
1724,"('get', 'home')",get,home,50,13,0.25232919254658387
1725,"('get', 'it')",get,it,50,13,0.25232919254658387
2674,"('keep', 'me')",keep,me,54,12,0.2515527950310559
3532,"('not', 'a')",not,a,54,12,0.2515527950310559
5941,"('you', 'love')",you,love,34,19,0.25077639751552794
5594,"('where', 'i')",where,i,34,19,0.25077639751552794
1038,"('can', 'do')",can,do,38,17,0.25077639751552794
268,"('all', 'of')",all,of,29,22,0.24767080745341616
3101,"('me', 'free')",me,free,58,11,0.24767080745341616
5487,"('way', 'home')",way,home,58,11,0.24767080745341616
380,"('an', 'angel')",an,angel,58,11,0.24767080745341616
543,"('are', 'in')",are,in,42,15,0.24456521739130435
2122,"('here', 'with')",here,with,30,21,0.24456521739130435
2377,"('i', 'say')",i,say,35,18,0.24456521739130435
1184,"('could', 'be')",could,be,37,17,0.24417701863354038
3342,"('my', 'girl')",my,girl,52,12,0.2422360248447205
1685,"('from', 'me')",from,me,48,13,0.2422360248447205
5909,"('you', 'go')",you,go,39,16,0.2422360248447205
352,"('am', 'on')",am,on,56,11,0.2391304347826087
351,"('am', 'not')",am,not,41,15,0.23874223602484473
5855,"('you', 'a')",you,a,36,17,0.2375776397515528
5852,"('yon', 'virgin')",yon,virgin,29,21,0.23641304347826086
3384,"('my', 'soul')",my,soul,43,14,0.23369565217391305
610,"('at', 'home')",at,home,50,12,0.2329192546583851
3695,"('of', 'love')",of,love,40,15,0.2329192546583851
3520,"('no', 'one')",no,one,30,20,0.2329192546583851
51,"(""'s"", 'my')",'s,my,40,15,0.2329192546583851
134,"('a', 'long')",a,long,33,18,0.23059006211180125
570,"('are', 'you')",are,you,31,19,0.22864906832298137
525,"('are', 'all')",are,all,31,19,0.22864906832298137
713,"('be', 'a')",be,a,31,19,0.22864906832298137
1810,"('give', 'it')",give,it,39,15,0.22709627329192547
204,"('able', 'to')",able,to,24,24,0.2236024844720497
5843,"('yes', 'i')",yes,i,32,18,0.2236024844720497
335,"('am', 'goin')",am,goin,57,10,0.22127329192546583
4626,"('sweet', 'home')",sweet,home,57,10,0.22127329192546583
1300,"('do', 'is')",do,is,33,17,0.21777950310559005
956,"('bright', 'round')",bright,round,28,20,0.21739130434782608
3223,"('mind', 'i')",mind,i,35,16,0.21739130434782608
5167,"('to', 'love')",to,love,43,13,0.2170031055900621
1785,"('girl', 'oh')",girl,oh,37,15,0.2154503105590062
4866,"('the', 'rain')",the,rain,37,15,0.2154503105590062
5368,"('until', 'then')",until,then,24,23,0.21428571428571427
4909,"('the', 'things')",the,things,29,19,0.2138975155279503
5565,"('what', 'a')",what,a,42,13,0.21195652173913043
5996,"('you', 'think')",you,think,39,14,0.21195652173913043
638,"('baby', 'baby')",baby,baby,34,16,0.2111801242236025
4213,"('say', 'you')",say,you,30,18,0.2096273291925466
4454,"('so', 'much')",so,much,30,18,0.2096273291925466
2338,"('i', 'hear')",i,hear,28,19,0.20652173913043478
5156,"('to', 'in')",to,in,23,23,0.20535714285714285
5674,"('will', 'find')",will,find,33,16,0.20496894409937888
3613,"('not', 'the')",not,the,48,11,0.20496894409937888
3137,"('me', 'oh')",me,oh,33,16,0.20496894409937888
6032,"('your', 'christmas')",your,christmas,31,17,0.2045807453416149
1318,"('does', 'not')",does,not,35,15,0.20380434782608695
5523,"('we', 'have')",we,have,25,21,0.20380434782608695
4438,"('so', 'good')",so,good,40,13,0.20186335403726707
729,"('be', 'free')",be,free,40,13,0.20186335403726707
5786,"('world', 'is')",world,is,47,11,0.20069875776397517
5149,"('to', 'have')",to,have,34,15,0.19798136645962733
1789,"('girl', 'she')",girl,she,39,13,0.1968167701863354
5884,"('you', 'come')",you,come,39,13,0.1968167701863354
3099,"('me', 'feel')",me,feel,36,14,0.1956521739130435
2955,"('love', 'that')",love,that,33,15,0.1921583850931677
3806,"('on', 'me')",on,me,29,17,0.19138198757763975
1754,"('girl', 'and')",girl,and,29,17,0.19138198757763975
5798,"('would', 'not')",would,not,29,17,0.19138198757763975
309,"('always', 'be')",always,be,35,14,0.19021739130434784
3492,"('night', 'i')",night,i,35,14,0.19021739130434784
1558,"('feel', 'so')",feel,so,35,14,0.19021739130434784
3347,"('my', 'head')",my,head,27,18,0.18866459627329193
266,"('all', 'my')",all,my,27,18,0.18866459627329193
2794,"('licensed', 'to')",licensed,to,22,22,0.18788819875776397
3244,"('moment', 'hopefully')",moment,hopefully,22,22,0.18788819875776397
714,"('be', 'able')",be,able,22,22,0.18788819875776397
3572,"('not', 'licensed')",not,licensed,22,22,0.18788819875776397
4788,"('the', 'full')",the,full,22,22,0.18788819875776397
1287,"('display', 'the')",display,the,22,22,0.18788819875776397
4508,"('song', 'at')",song,at,22,22,0.18788819875776397
2276,"('how', 'about')",how,about,22,22,0.18788819875776397
5364,"('unfortunately', 'we')",unfortunately,we,22,22,0.18788819875776397
157,"('a', 'random')",a,random,22,22,0.18788819875776397
1703,"('future', 'until')",future,until,22,22,0.18788819875776397
2988,"('lyrics', 'for')",lyrics,for,22,22,0.18788819875776397
4950,"('then', 'how')",then,how,22,22,0.18788819875776397
5134,"('to', 'display')",to,display,22,22,0.18788819875776397
1699,"('full', 'lyrics')",full,lyrics,22,22,0.18788819875776397
2260,"('hopefully', 'we')",hopefully,we,22,22,0.18788819875776397
4061,"('random', 'page')",random,page,22,22,0.18788819875776397
2904,"('look', 'at')",look,at,37,13,0.18672360248447206
5212,"('to', 'tell')",to,tell,24,20,0.18633540372670807
2487,"('is', 'born')",is,born,32,15,0.18633540372670807
4916,"('the', 'tree')",the,tree,32,15,0.18633540372670807
1109,"('christmas', 'of')",christmas,of,30,16,0.18633540372670807
1244,"('day', 'i')",day,i,24,20,0.18633540372670807
4732,"('that', 'we')",that,we,28,17,0.18478260869565216
5393,"('up', 'to')",up,to,28,17,0.18478260869565216
1935,"('got', 'the')",got,the,34,14,0.18478260869565216
3329,"('my', 'dreams')",my,dreams,34,14,0.18478260869565216
4705,"('that', 'girl')",that,girl,67,7,0.18206521739130435
2829,"('like', 'i')",like,i,29,16,0.18012422360248448
3164,"('me', 'to')",me,to,22,21,0.1793478260869565
3697,"('of', 'me')",of,me,27,17,0.1781832298136646
2230,"('home', 'tonight')",home,tonight,51,9,0.1781832298136646
733,"('be', 'home')",be,home,51,9,0.1781832298136646
3820,"('on', 'your')",on,your,24,19,0.17701863354037267
5929,"('you', 'it')",you,it,25,18,0.17468944099378883
1811,"('give', 'me')",give,me,28,16,0.17391304347826086
4574,"('such', 'a')",such,a,32,14,0.17391304347826086
3332,"('my', 'eyes')",my,eyes,32,14,0.17391304347826086
1192,"('could', 'not')",could,not,26,17,0.17158385093167702
36,"(""'s"", 'going')",'s,going,26,17,0.17158385093167702
5960,"('you', 'oh')",you,oh,26,17,0.17158385093167702
5922,"('you', 'home')",you,home,49,9,0.17119565217391305
1359,"('down', 'to')",down,to,40,11,0.17080745341614906
524,"('are', 'a')",are,a,40,11,0.17080745341614906
1794,"('girl', 'that')",girl,that,44,10,0.17080745341614906
473,"('and', 'that')",and,that,23,19,0.16964285714285715
2336,"('i', 'had')",i,had,29,15,0.16886645962732919
391,"('and', 'baby')",and,baby,31,14,0.16847826086956522
4759,"('the', 'clouds')",the,clouds,31,14,0.16847826086956522
2841,"('like', 'to')",like,to,31,14,0.16847826086956522
45,"(""'s"", 'like')",'s,like,31,14,0.16847826086956522
625,"('away', 'i')",away,i,27,16,0.16770186335403728
3657,"('now', 'you')",now,you,27,16,0.16770186335403728
5931,"('you', 'just')",you,just,27,16,0.16770186335403728
2736,"('know', 'where')",know,where,36,12,0.16770186335403728
5055,"('this', 'world')",this,world,27,16,0.16770186335403728
2791,"('let', 'you')",let,you,33,13,0.16653726708074534
5512,"('we', 'could')",we,could,33,13,0.16653726708074534
6039,"('your', 'face')",your,face,28,15,0.16304347826086957
2352,"('i', 'look')",i,look,28,15,0.16304347826086957
612,"('at', 'me')",at,me,26,16,0.16149068322981366
281,"('all', 'your')",all,your,26,16,0.16149068322981366
2213,"('home', 'oh')",home,oh,26,16,0.16149068322981366
1684,"('from', 'home')",from,home,51,8,0.15838509316770186
758,"('be', 'there')",be,there,34,12,0.15838509316770186
3432,"('need', 'to')",need,to,24,17,0.15838509316770186
2240,"('home', 'you')",home,you,24,17,0.15838509316770186
3542,"('not', 'care')",not,care,29,14,0.15760869565217392
3539,"('not', 'believe')",not,believe,45,9,0.15722049689440995
3006,"('make', 'it')",make,it,27,15,0.15722049689440995
