,bigram,word1,word2,totalRepetitions,fileOcurrences,weight
7362,"('with', 'me')",with,me,115,53,2.3660714285714284
4932,"('oh', 'i')",oh,i,97,61,2.296972049689441
466,"('am', 'in')",am,in,168,35,2.282608695652174
6651,"('to', 'do')",to,do,94,61,2.2259316770186337
6698,"('to', 'make')",to,make,106,53,2.1809006211180124
7007,"('want', 'you')",want,you,105,53,2.160326086956522
1276,"('but', 'you')",but,you,107,51,2.1184006211180124
7734,"('you', 'see')",you,see,108,50,2.0962732919254656
6534,"('this', 'love')",this,love,156,34,2.059006211180124
3037,"('in', 'a')",in,a,102,52,2.059006211180124
4722,"('not', 'know')",not,know,112,46,2.0
181,"('a', 'little')",a,little,122,42,1.9891304347826086
2991,"('i', 'think')",i,think,111,46,1.9821428571428572
5792,"('so', 'much')",so,much,113,45,1.9739906832298137
942,"('baby', 'you')",baby,you,110,46,1.9642857142857142
6096,"('tell', 'you')",tell,you,96,51,1.9006211180124224
7646,"('you', 'got')",you,got,111,44,1.8959627329192548
6725,"('to', 'see')",to,see,87,56,1.891304347826087
7138,"('well', 'i')",well,i,95,51,1.8808229813664596
5148,"('our', 'love')",our,love,142,34,1.874223602484472
7352,"('wish', 'you')",wish,you,175,27,1.8342391304347827
3945,"('love', 'will')",love,will,131,36,1.8307453416149069
3105,"('is', 'all')",is,all,155,30,1.8051242236024845
586,"('and', 'if')",and,if,116,40,1.8012422360248448
2062,"('for', 'a')",for,a,133,34,1.7554347826086956
4647,"('no', 'one')",no,one,96,47,1.7515527950310559
484,"('am', 'so')",am,so,104,43,1.736024844720497
7572,"('you', 'all')",you,all,97,46,1.7321428571428572
5143,"('our', 'god')",our,god,370,12,1.7236024844720497
6317,"('the', 'one')",the,one,113,39,1.7107919254658386
4535,"('need', 'you')",need,you,109,40,1.6925465838509317
601,"('and', 'love')",and,love,128,34,1.68944099378882
1680,"('do', 'i')",do,i,96,45,1.6770186335403727
3549,"('let', 'you')",let,you,116,37,1.6661490683229814
4999,"('on', 'my')",on,my,87,49,1.6548913043478262
5782,"('so', 'i')",so,i,86,49,1.6358695652173914
3485,"('know', 'you')",know,you,85,49,1.6168478260869565
6724,"('to', 'say')",to,say,86,48,1.6024844720496894
3874,"('love', 'oh')",love,oh,108,38,1.593167701863354
3479,"('know', 'what')",know,what,99,41,1.5756987577639752
7069,"('way', 'you')",way,you,104,39,1.5745341614906831
6670,"('to', 'have')",to,have,101,39,1.5291149068322982
6349,"('the', 'same')",the,same,77,51,1.5244565217391304
3534,"('let', ""'s"")",let,'s,109,36,1.5232919254658386
3904,"('love', 'so')",love,so,106,37,1.5225155279503106
4163,"('me', 'so')",me,so,87,45,1.5197981366459627
7827,"('your', 'eyes')",your,eyes,81,48,1.5093167701863355
7198,"('when', 'the')",when,the,75,51,1.4848602484472049
7708,"('you', 'oh')",you,oh,85,45,1.4848602484472049
1080,"('because', 'you')",because,you,85,45,1.4848602484472049
2350,"('god', 'is')",god,is,294,13,1.483695652173913
2409,"('got', 'a')",got,a,103,37,1.4794254658385093
3918,"('love', 'the')",love,the,112,34,1.4782608695652173
3348,"('just', 'can')",just,can,112,34,1.4782608695652173
77,"(""'s"", 'no')",'s,no,100,38,1.4751552795031055
7092,"('we', 'have')",we,have,88,43,1.468944099378882
3629,"('like', 'i')",like,i,108,35,1.4673913043478262
2267,"('give', 'me')",give,me,107,35,1.453804347826087
2974,"('i', 'see')",i,see,73,51,1.4452639751552796
4073,"('me', 'baby')",me,baby,103,36,1.43944099378882
6663,"('to', 'give')",to,give,77,48,1.434782608695652
366,"('all', 'my')",all,my,90,41,1.4324534161490683
7567,"('you', 'a')",you,a,166,22,1.4177018633540373
607,"('and', 'me')",and,me,112,32,1.391304347826087
527,"('and', 'a')",and,a,105,34,1.3858695652173914
6604,"('time', 'i')",time,i,84,42,1.3695652173913044
3813,"('love', 'for')",love,for,103,34,1.359472049689441
385,"('all', 'you')",all,you,175,20,1.358695652173913
103,"(""'s"", 'the')",'s,the,92,38,1.3571428571428572
4909,"('of', 'you')",of,you,87,40,1.3509316770186335
3953,"('love', 'your')",love,your,122,28,1.326086956521739
5547,"('say', 'i')",say,i,83,41,1.3210403726708075
7789,"('you', 'were')",you,were,87,39,1.3171583850931676
6375,"('the', 'sun')",the,sun,91,37,1.3070652173913044
7056,"('way', 'i')",way,i,82,41,1.3051242236024845
7663,"('you', 'in')",you,in,84,40,1.3043478260869565
4645,"('no', 'no')",no,no,111,30,1.2927018633540373
1021,"('be', 'the')",be,the,81,41,1.2892080745341614
5562,"('say', 'you')",say,you,92,36,1.2857142857142858
7512,"('yeah', 'i')",yeah,i,69,48,1.2857142857142858
3570,"('life', 'i')",life,i,89,37,1.2783385093167703
2273,"('give', 'you')",give,you,80,41,1.2732919254658386
3153,"('is', 'not')",is,not,97,33,1.2426242236024845
3338,"('just', 'a')",just,a,82,39,1.2414596273291925
2642,"('heart', 'and')",heart,and,76,42,1.2391304347826086
764,"('are', 'my')",are,my,91,35,1.236413043478261
884,"('baby', 'baby')",baby,baby,105,30,1.2228260869565217
4731,"('not', 'love')",not,love,136,23,1.2142857142857142
7694,"('you', 'more')",you,more,110,28,1.1956521739130435
4444,"('my', 'mind')",my,mind,64,48,1.1925465838509317
2554,"('have', 'a')",have,a,99,31,1.1913819875776397
589,"('and', 'it')",and,it,67,45,1.1704192546583851
4939,"('oh', 'oh')",oh,oh,113,26,1.140527950310559
4464,"('my', 'soul')",my,soul,74,39,1.1203416149068324
6384,"('the', 'time')",the,time,67,43,1.1184006211180124
4186,"('me', 'to')",me,to,64,45,1.1180124223602483
7391,"('without', 'you')",without,you,106,27,1.111024844720497
6660,"('to', 'find')",to,find,78,36,1.0900621118012421
7284,"('will', 'find')",will,find,100,28,1.0869565217391304
747,"('are', 'going')",are,going,81,34,1.0690993788819876
6584,"('through', 'the')",through,the,74,37,1.062888198757764
4092,"('me', 'do')",me,do,130,21,1.059782608695652
3197,"('it', 'all')",it,all,78,35,1.059782608695652
2601,"('he', ""'s"")",he,'s,93,29,1.046972049689441
1971,"('feel', 'like')",feel,like,99,27,1.0376552795031055
2884,"('i', 'believe')",i,believe,116,23,1.0357142857142858
3642,"('like', 'the')",like,the,73,36,1.0201863354037266
4531,"('need', 'to')",need,to,65,40,1.0093167701863355
3789,"('love', 'can')",love,can,100,26,1.0093167701863355
5602,"('see', 'you')",see,you,69,37,0.9910714285714286
6176,"('that', 'we')",that,we,65,39,0.984083850931677
7733,"('you', 'say')",you,say,71,35,0.9646739130434783
2081,"('for', 'love')",for,love,108,22,0.922360248447205
839,"('at', 'the')",at,the,59,40,0.9161490683229814
2660,"('heart', 'i')",heart,i,73,32,0.906832298136646
50,"(""'s"", 'going')",'s,going,73,32,0.906832298136646
531,"('and', 'all')",and,all,63,37,0.904891304347826
428,"('am', 'a')",am,a,75,31,0.9025621118012422
7642,"('you', 'give')",you,give,76,30,0.8850931677018633
4680,"('not', 'be')",not,be,58,39,0.8781055900621118
3366,"('just', 'to')",just,to,68,33,0.8711180124223602
374,"('all', 'that')",all,that,66,34,0.8711180124223602
7353,"('with', 'a')",with,a,59,38,0.8703416149068323
6382,"('the', 'things')",the,things,59,38,0.8703416149068323
4919,"('oh', 'baby')",oh,baby,83,27,0.8699534161490683
1538,"('could', 'not')",could,not,80,28,0.8695652173913043
7697,"('you', 'my')",you,my,63,35,0.8559782608695652
369,"('all', 'of')",all,of,61,36,0.8524844720496895
7759,"('you', 'think')",you,think,70,31,0.842391304347826
7676,"('you', 'like')",you,like,78,27,0.8175465838509317
6498,"('think', 'about')",think,about,81,26,0.8175465838509317
4176,"('me', 'that')",me,that,60,35,0.8152173913043478
3937,"('love', 'we')",love,we,75,28,0.8152173913043478
7684,"('you', 'make')",you,make,72,29,0.8105590062111802
6436,"('there', 'is')",there,is,72,29,0.8105590062111802
7077,"('we', 'can')",we,can,67,31,0.8062888198757764
7753,"('you', 'that')",you,that,60,34,0.7919254658385093
6500,"('think', 'i')",think,i,68,30,0.7919254658385093
668,"('and', 'we')",and,we,62,32,0.7701863354037267
6662,"('to', 'get')",to,get,55,36,0.7686335403726708
4726,"('not', 'let')",not,let,67,29,0.7542701863354038
5555,"('say', 'that')",say,that,67,29,0.7542701863354038
7297,"('will', 'love')",will,love,80,24,0.7453416149068323
6312,"('the', 'night')",the,night,56,34,0.7391304347826086
653,"('and', 'that')",and,that,54,35,0.7336956521739131
2927,"('i', 'i')",i,i,69,27,0.7232142857142857
417,"('always', 'love')",always,love,98,19,0.7228260869565217
4850,"('of', 'a')",of,a,62,30,0.7220496894409938
3238,"('it', 'i')",it,i,63,29,0.7092391304347826
5595,"('see', 'that')",see,that,63,29,0.7092391304347826
4144,"('me', 'now')",me,now,73,25,0.7084627329192547
3240,"('it', 'in')",it,in,65,28,0.7065217391304348
4704,"('not', 'get')",not,get,65,28,0.7065217391304348
4956,"('oh', 'yeah')",oh,yeah,53,34,0.6995341614906833
4998,"('on', 'me')",on,me,64,28,0.6956521739130435
7263,"('why', 'i')",why,i,54,33,0.6917701863354038
3863,"('love', 'my')",love,my,66,27,0.6917701863354038
3456,"('know', 'it')",know,it,54,33,0.6917701863354038
7643,"('you', 'go')",you,go,71,25,0.6890527950310559
475,"('am', 'not')",am,not,52,34,0.6863354037267081
3764,"('love', 'all')",love,all,68,26,0.6863354037267081
3103,"('is', 'a')",is,a,63,28,0.6847826086956522
7629,"('you', 'feel')",you,feel,60,29,0.6754658385093167
2917,"('i', 'had')",i,had,54,32,0.6708074534161491
769,"('are', 'not')",are,not,48,36,0.6708074534161491
4709,"('not', 'have')",not,have,86,20,0.6677018633540373
6740,"('to', 'take')",to,take,61,28,0.6630434782608695
79,"(""'s"", 'not')",'s,not,55,31,0.6618788819875776
7008,"('want', 'your')",want,your,131,13,0.6611024844720497
7174,"('what', 'it')",what,it,74,23,0.6607142857142857
6664,"('to', 'go')",to,go,56,30,0.6521739130434783
5784,"('so', 'in')",so,in,119,14,0.6467391304347826
3416,"('kiss', 'me')",kiss,me,92,18,0.6428571428571429
7200,"('when', 'we')",when,we,59,28,0.6413043478260869
2596,"('have', 'you')",have,you,48,34,0.6335403726708074
7552,"('yes', 'i')",yes,i,60,27,0.6288819875776398
2966,"('i', 'really')",i,really,62,26,0.6257763975155279
3241,"('it', 'is')",it,is,62,26,0.6257763975155279
465,"('am', 'i')",am,i,62,26,0.6257763975155279
3358,"('just', 'like')",just,like,53,30,0.6172360248447205
4674,"('not', 'a')",not,a,69,23,0.6160714285714286
3847,"('love', 'like')",love,like,72,22,0.6149068322981367
3939,"('love', 'what')",love,what,79,20,0.6133540372670807
3073,"('in', 'this')",in,this,56,28,0.6086956521739131
64,"(""'s"", 'just')",'s,just,56,28,0.6086956521739131
3798,"('love', 'do')",love,do,62,25,0.6017080745341615
6300,"('the', 'morning')",the,morning,62,25,0.6017080745341615
5386,"('really', 'love')",really,love,81,19,0.5974378881987578
279,"('about', 'you')",about,you,48,32,0.5962732919254659
7363,"('with', 'my')",with,my,64,24,0.5962732919254659
1025,"('be', 'together')",be,together,49,31,0.5896739130434783
6055,"('take', 'a')",take,a,69,22,0.5892857142857143
6318,"('the', 'only')",the,only,52,29,0.5854037267080745
1652,"('did', 'not')",did,not,52,29,0.5854037267080745
6996,"('want', 'it')",want,it,79,19,0.5826863354037267
75,"(""'s"", 'my')",'s,my,77,19,0.5679347826086957
4739,"('not', 'need')",not,need,56,26,0.5652173913043478
2973,"('i', 'say')",i,say,52,28,0.5652173913043478
4236,"('merry', 'little')",merry,little,97,15,0.5648291925465838
778,"('are', 'so')",are,so,63,23,0.5625
3777,"('love', 'baby')",love,baby,60,24,0.5590062111801242
3665,"('little', 'christmas')",little,christmas,96,15,0.5590062111801242
3318,"('joy', 'joy')",joy,joy,119,12,0.5543478260869565
1319,"('can', 'be')",can,be,46,31,0.5535714285714286
7163,"('what', ""'s"")",what,'s,49,29,0.5516304347826086
4414,"('my', 'eyes')",my,eyes,43,33,0.5508540372670807
2592,"('have', 'to')",have,to,44,32,0.546583850931677
4121,"('me', 'in')",me,in,52,27,0.5450310559006211
4765,"('not', 'take')",not,take,70,20,0.5434782608695652
6855,"('try', 'to')",try,to,41,33,0.5252329192546584
6689,"('to', 'let')",to,let,52,26,0.5248447204968945
4742,"('not', 'no')",not,no,75,18,0.5240683229813664
2086,"('for', 'my')",for,my,83,16,0.515527950310559
3645,"('like', 'to')",like,to,44,30,0.5124223602484472
3950,"('love', 'yeah')",love,yeah,47,28,0.5108695652173914
52,"(""'s"", 'got')",'s,got,69,19,0.5089285714285714
6271,"('the', 'joy')",the,joy,57,23,0.5089285714285714
6146,"('that', 'love')",that,love,57,23,0.5089285714285714
5018,"('on', 'your')",on,your,52,25,0.5046583850931677
3142,"('is', 'it')",is,it,81,16,0.5031055900621118
4011,"('make', 'you')",make,you,43,30,0.5007763975155279
2598,"('have', 'yourself')",have,yourself,92,14,0.5
1849,"('every', 'day')",every,day,40,32,0.4968944099378882
621,"('and', 'now')",and,now,40,32,0.4968944099378882
5777,"('so', 'happy')",so,happy,58,22,0.4953416149068323
3541,"('let', 'it')",let,it,58,22,0.4953416149068323
6063,"('take', 'my')",take,my,47,27,0.4926242236024845
3824,"('love', 'has')",love,has,79,16,0.4906832298136646
754,"('are', 'in')",are,in,70,18,0.4891304347826087
7599,"('you', 'but')",you,but,45,28,0.4891304347826087
3525,"('leave', 'me')",leave,me,52,24,0.484472049689441
4516,"('need', 'love')",need,love,89,14,0.483695652173913
6743,"('to', 'tell')",to,tell,46,27,0.48214285714285715
5858,"('someone', 'to')",someone,to,82,15,0.47748447204968947
6550,"('this', 'way')",this,way,49,25,0.47554347826086957
4880,"('of', 'me')",of,me,47,26,0.47437888198757766
4191,"('me', 'up')",me,up,61,20,0.47360248447204967
2265,"('give', 'it')",give,it,64,19,0.4720496894409938
7370,"('with', 'the')",with,the,43,28,0.4673913043478261
7456,"('would', 'be')",would,be,48,25,0.4658385093167702
7754,"('you', 'the')",you,the,46,26,0.4642857142857143
7885,"('yourself', 'a')",yourself,a,85,14,0.46195652173913043
6806,"('too', 'much')",too,much,79,15,0.46001552795031053
7565,"('you', ""'d"")",you,'d,38,31,0.45729813664596275
3925,"('love', 'this')",love,this,56,21,0.45652173913043476
613,"('and', 'my')",and,my,49,24,0.45652173913043476
553,"('and', 'every')",and,every,42,28,0.45652173913043476
3964,"('loved', 'you')",loved,you,98,12,0.45652173913043476
4124,"('me', 'it')",me,it,48,24,0.4472049689440994
2662,"('heart', 'is')",heart,is,64,18,0.4472049689440994
4976,"('on', 'and')",on,and,72,16,0.4472049689440994
4833,"('now', 'that')",now,that,46,25,0.44642857142857145
1683,"('do', 'it')",do,it,44,26,0.4440993788819876
5372,"('real', 'love')",real,love,163,7,0.4429347826086957
3867,"('love', 'no')",love,no,54,21,0.44021739130434784
3167,"('is', 'so')",is,so,51,22,0.4355590062111801
119,"(""'s"", 'your')",'s,your,59,19,0.43517080745341613
6417,"('then', 'i')",then,i,56,20,0.43478260869565216
6061,"('take', 'me')",take,me,56,20,0.43478260869565216
6356,"('the', 'sky')",the,sky,37,30,0.4309006211180124
2112,"('for', 'your')",for,your,46,24,0.42857142857142855
7756,"('you', 'there')",you,there,46,24,0.42857142857142855
4075,"('me', 'because')",me,because,46,24,0.42857142857142855
7633,"('you', 'for')",you,for,46,24,0.42857142857142855
4571,"('never', 'let')",never,let,44,25,0.42701863354037267
1288,"('by', 'my')",by,my,44,25,0.42701863354037267
3150,"('is', 'my')",is,my,61,18,0.42624223602484473
6456,"('they', 'are')",they,are,39,28,0.42391304347826086
1123,"('believe', 'in')",believe,in,84,13,0.42391304347826086
3909,"('love', 'song')",love,song,99,11,0.42274844720496896
163,"('a', 'happy')",a,happy,72,15,0.4192546583850932
6260,"('the', 'heart')",the,heart,77,14,0.41847826086956524
6286,"('the', 'lord')",the,lord,51,21,0.4157608695652174
1608,"('day', 'i')",day,i,38,28,0.41304347826086957
3275,"('it', 'to')",it,to,44,24,0.40993788819875776
6959,"('used', 'to')",used,to,42,25,0.4076086956521739
4140,"('me', 'my')",me,my,50,21,0.4076086956521739
4452,"('my', 'own')",my,own,50,21,0.4076086956521739
4599,"('new', 'year')",new,year,75,14,0.4076086956521739
3247,"('it', 'love')",it,love,87,12,0.4052795031055901
6324,"('the', 'people')",the,people,80,13,0.40372670807453415
810,"('as', 'i')",as,i,37,28,0.40217391304347827
2785,"('hold', 'me')",hold,me,45,23,0.4017857142857143
669,"('and', 'what')",and,what,47,22,0.40139751552795033
2569,"('have', 'had')",have,had,57,18,0.3982919254658385
4015,"('makes', 'me')",makes,me,41,25,0.39790372670807456
1325,"('can', 'do')",can,do,41,25,0.39790372670807456
1432,"('christmas', 'and')",christmas,and,64,16,0.39751552795031053
1859,"('every', 'time')",every,time,51,20,0.39596273291925466
4840,"('now', 'you')",now,you,39,26,0.3936335403726708
6702,"('to', 'my')",to,my,39,26,0.3936335403726708
2101,"('for', 'this')",for,this,39,26,0.3936335403726708
6493,"('things', 'that')",things,that,39,26,0.3936335403726708
6193,"('the', 'best')",the,best,44,23,0.39285714285714285
1682,"('do', 'is')",do,is,44,23,0.39285714285714285
190,"('a', 'man')",a,man,46,22,0.39285714285714285
3009,"('i', 'wish')",i,wish,44,23,0.39285714285714285
1016,"('be', 'so')",be,so,42,24,0.391304347826087
3935,"('love', 'was')",love,was,42,24,0.391304347826087
2900,"('i', 'ever')",i,ever,48,21,0.391304347826087
7063,"('way', 'that')",way,that,77,13,0.38858695652173914
4177,"('me', 'the')",me,the,50,20,0.38819875776397517
7621,"('you', 'down')",you,down,55,18,0.3843167701863354
596,"('and', 'let')",and,let,52,19,0.38354037267080743
4001,"('make', 'it')",make,it,38,26,0.38354037267080743
2924,"('i', 'hope')",i,hope,36,27,0.37732919254658387
5090,"('only', 'you')",only,you,57,17,0.3761645962732919
1502,"('come', 'to')",come,to,44,22,0.37577639751552794
677,"('and', 'your')",and,your,37,26,0.3734472049689441
4429,"('my', 'joy')",my,joy,96,10,0.37267080745341613
907,"('baby', 'love')",baby,love,60,16,0.37267080745341613
2989,"('i', 'tell')",i,tell,48,20,0.37267080745341613
4811,"('now', 'and')",now,and,38,25,0.3687888198757764
7668,"('you', 'just')",you,just,38,25,0.3687888198757764
4062,"('me', 'a')",me,a,38,25,0.3687888198757764
6552,"('this', 'world')",this,world,50,19,0.3687888198757764
2533,"('hard', 'to')",hard,to,43,22,0.3672360248447205
160,"('a', 'good')",a,good,45,21,0.36684782608695654
4210,"('me', 'your')",me,your,72,13,0.36335403726708076
2517,"('happy', 'new')",happy,new,72,13,0.36335403726708076
2467,"('had', 'to')",had,to,52,18,0.36335403726708076
4768,"('not', 'the')",not,the,49,19,0.36141304347826086
6616,"('time', 'to')",time,to,42,22,0.358695652173913
964,"('be', 'a')",be,a,44,21,0.358695652173913
2745,"('here', 'we')",here,we,40,23,0.35714285714285715
5017,"('on', 'you')",on,you,38,24,0.35403726708074534
7227,"('who', ""'s"")",who,'s,57,16,0.35403726708074534
7361,"('with', 'love')",with,love,57,16,0.35403726708074534
4686,"('not', 'care')",not,care,41,22,0.3501552795031056
3426,"('kiss', 'you')",kiss,you,82,11,0.3501552795031056
7740,"('you', 'should')",you,should,53,17,0.34976708074534163
6756,"('to', 'us')",to,us,53,17,0.34976708074534163
1253,"('but', 'it')",but,it,39,23,0.3482142857142857
2115,"('forever', 'i')",forever,i,98,9,0.3423913043478261
7090,"('we', 'got')",we,got,55,16,0.3416149068322981
899,"('baby', 'it')",baby,it,44,20,0.3416149068322981
7332,"('will', 'you')",will,you,67,13,0.33812111801242234
5775,"('so', 'glad')",so,glad,41,21,0.3342391304347826
1787,"('each', 'other')",each,other,43,20,0.3338509316770186
3972,"('loving', 'you')",loving,you,43,20,0.3338509316770186
2977,"('i', 'should')",i,should,39,22,0.3330745341614907
5024,"('once', 'more')",once,more,39,22,0.3330745341614907
4462,"('my', 'side')",my,side,39,22,0.3330745341614907
1436,"('christmas', 'day')",christmas,day,78,11,0.3330745341614907
851,"('away', 'i')",away,i,37,23,0.33035714285714285
2971,"('i', 'said')",i,said,34,25,0.3299689440993789
